8952,38
8990,35
9025,36
9062,28
388,240
628,1363
1991,594
2585,278
2863,429
3292,467
3759,487
4246,271
4517,225
4742,439
5181,221
5402,227
5629,239
5868,394
6262,221
6483,234
6717,176
6893,195
7088,357
7445,136
7581,119
7700,237
7937,53
7990,399
8389,39
8428,420
8848,240
9088,27
9115,42
9157,528
9685,22
9707,32
9739,22
9761,24
9785,28
9813,22
9835,20
9855,32
9887,34
9921,30
388,251
639,734
1373,706
2079,404
2483,270
2753,435
3188,265
3453,291
3744,489
4233,72
4305,267
4572,433
5005,222
5227,234
5461,98
5559,210
5769,423
6192,198
6390,372
6762,199
6961,162
7123,538
7661,38
7699,55
7754,42
7796,133
7929,56
7985,125
8110,309
8419,38
8457,347
8804,34
8838,167
9005,30
9035,272
9307,40
9347,498
9845,65
9910,30
9940,20
388,418
806,1429
2235,383
2618,274
2892,429
3321,276
3597,474
4071,470
4541,224
4765,436
5201,226
5427,253
5680,208
5888,400
6288,213
6501,239
6740,171
6911,194
7105,352
7457,138
7595,48
7643,34
7677,36
7713,251
7964,288
8252,148
8400,327
8727,36
8763,400
9163,37
9200,52
9252,130
9382,360
9742,23
9765,22
9787,28
9815,25
9840,30
9870,42
9912,38
388,1761
2149,383
2532,294
2826,428
3254,284
3538,458
3996,285
4281,267
4548,224
4772,435
5207,229
5436,253
5689,62
5751,421
6172,200
6372,225
6597,194
6791,318
7109,353
7462,138
7600,141
7741,301
8042,145
8187,37
8224,31
8255,433
8688,43
8731,39
8770,132
8902,27
8929,98
9027,94
9121,210
9331,261
9592,32
9624,42
9666,18
9684,36
9720,57
9778,128
388,1285
1673,487
2160,403
2563,276
2839,430
3269,281
3550,460
4010,285
4295,266
4561,223
4784,435
5219,231
5450,252
5702,205
5907,418
6325,210
6535,220
6755,171
6926,191
7117,353
7470,138
7608,44
7652,131
7783,232
8015,54
8069,125
8194,128
8322,591
8913,93
9006,176
9182,33
9215,213
9428,42
9470,40
9510,159
9669,17
9686,21
9707,28
9735,21
9756,23
388,1328
1716,269
1985,291
2276,406
2682,432
3114,266
3380,279
3659,463
4122,282
4404,265
4669,564
5233,70
5303,410
5713,204
5917,423
6340,213
6553,74
6627,78
6705,56
6761,198
6959,163
7122,354
7476,134
7610,46
7656,132
7788,36
7824,316
8140,58
8198,126
8324,590
8914,306
9220,149
9369,30
9399,33
9432,49
9481,39
9520,25
9545,44
9589,31
9620,98
388,952
1340,736
2076,405
2481,270
2751,435
3186,264
3450,290
3740,280
4020,458
4478,253
4731,415
5146,246
5392,228
5620,236
5856,396
6252,195
6447,259
6706,177
6883,177
7060,470
7530,39
7569,221
7790,35
7825,155
7980,386
8366,52
8418,420
8838,28
8866,111
8977,96
9073,662
9735,22
9757,49
9806,21
9827,61
9888,20
9908,25
9933,23
9956,12
9968,6
388,225
613,667
1281,790
2071,405
2476,270
2746,436
3182,263
3445,289
3734,668
4402,265
4667,408
5075,226
5301,260
5561,211
5772,423
6195,196
6391,372
6763,199
6962,162
7124,355
7479,51
7530,41
7571,226
7797,132
7929,212
8141,59
8200,33
8233,49
8282,39
8321,129
8450,245
8695,44
8739,196
8935,23
8958,110
9068,30
9098,289
9387,117
9504,97
9601,33
388,713
1101,941
2042,421
2463,271
2734,432
3166,267
3433,286
3719,490
4209,250
4459,259
4718,411
5129,249
5378,228
5606,236
5842,396
6238,195
6433,262
6695,176
6871,176
7047,384
7431,128
7559,44
7603,140
7743,131
7874,43
7917,52
7969,125
8094,219
8313,36
8349,53
8402,422
8824,562
9386,454
9840,66
9906,21
9927,26
9953,13
9966,5
9971,8
9979,4
388,1457
1845,195
2040,421
2461,271
2732,431
3163,268
3431,285
3716,490
4206,78
4284,266
4550,224
4774,435
5209,229
5438,253
5691,61
5752,421
6173,201
6374,225
6599,216
6815,178
6993,165
7158,342
7500,53
7553,129
7682,132
7814,226
8040,55
8095,213
8308,514
8822,32
8854,95
8949,167
9116,212
9328,51
9379,113
9492,151
9643,33
9676,16
9692,21
9713,57
388,254
642,1347
1989,291
2280,406
2686,432
3118,265
3383,280
3663,463
4126,282
4408,265
4673,565
5238,233
5471,247
5718,204
5922,422
6344,214
6558,72
6630,208
6838,174
7012,166
7178,521
7699,150
7849,39
7888,40
7928,56
7984,33
8017,56
8073,844
8917,236
9153,37
9190,34
9224,209
9433,109
9542,43
9585,30
9615,172
9787,131
9918,30
9948,15
9963,8
388,1616
2004,290
2294,581
2875,434
3309,275
3584,676
4260,269
4529,225
4754,437
5191,221
5412,109
5521,357
5878,397
6275,79
6354,219
6573,204
6777,199
6976,165
7141,627
7768,139
7907,400
8307,36
8343,128
8471,350
8821,32
8853,95
8948,37
8985,30
9015,28
9043,37
9080,294
9374,244
9618,40
9658,20
9678,16
9694,20
9715,29
9744,22
9766,22
9788,64
389,1356
1745,448
2193,394
2587,278
2865,429
3294,278
3572,466
4038,93
4131,281
4412,265
4677,406
5083,254
5337,387
5724,202
5926,421
6347,215
6562,209
6771,199
6970,163
7133,47
7180,262
7442,132
7574,319
7893,37
7930,147
8077,125
8202,34
8236,49
8285,132
8417,420
8837,29
8866,45
8911,26
8937,24
8961,42
9003,174
9177,219
9396,35
9431,48
9479,105
389,1058
1447,639
2086,404
2490,269
2759,454
3213,248
3461,292
3753,278
4031,280
4311,267
4578,435
5013,65
5078,391
5469,246
5715,205
5920,422
6342,213
6555,212
6767,199
6966,161
7127,450
7577,38
7615,235
7850,39
7889,223
8112,123
8235,221
8456,244
8700,41
8741,40
8781,53
8834,27
8861,43
8904,26
8930,23
8953,38
8991,34
9025,93
9118,40
9158,38
389,1092
1481,610
2091,403
2494,269
2763,454
3217,276
3493,77
3570,466
4036,92
4128,282
4410,264
4674,407
5081,254
5335,387
5722,202
5924,422
6346,214
6560,73
6633,207
6840,174
7014,165
7179,353
7532,44
7576,37
7613,240
7853,41
7894,223
8117,31
8148,55
8203,218
8421,37
8458,245
8703,41
8744,56
8800,35
8835,100
8935,97
9032,176
9208,53
9261,199
389,378
767,1245
2012,290
2302,405
2707,435
3142,263
3405,283
3688,490
4178,252
4430,264
4694,407
5101,254
5355,230
5585,212
5797,421
6218,194
6412,263
6675,178
6853,175
7028,164
7192,518
7710,155
7865,39
7904,307
8211,219
8430,37
8467,407
8874,45
8919,96
9015,28
9043,35
9078,110
9188,36
9224,57
9281,36
9317,52
9369,31
9400,241
9641,130
9771,30
391,168
559,1607
2166,100
2266,378
2644,458
3102,268
3370,279
3649,453
4102,463
4565,223
4788,434
5222,232
5454,251
5705,205
5910,419
6329,211
6540,218
6758,197
6955,163
7118,355
7473,135
7608,316
7924,144
8068,294
8362,54
8416,34
8450,769
9219,149
9368,29
9397,34
9431,43
9474,108
9582,162
9744,23
9767,22
9789,30
9819,22
9841,30
9871,20
9891,23
391,1606
1997,290
2287,406
2693,432
3125,267
3392,280
3672,677
4349,239
4588,436
5024,222
5246,268
5514,214
5728,201
5929,421
6350,217
6567,72
6639,205
6844,177
7021,161
7182,523
7705,234
7939,146
8085,36
8121,309
8430,494
8924,23
8947,97
9044,37
9081,109
9190,35
9225,56
9281,36
9317,399
9716,58
9774,30
9804,19
9823,26
9849,28
9877,18
9895,53
391,1404
1795,419
2214,400
2614,273
2887,430
3317,275
3592,474
4066,299
4365,235
4600,437
5037,226
5263,268
5531,209
5740,203
5943,418
6361,222
6583,199
6782,641
7423,32
7455,135
7590,48
7638,30
7668,135
7803,54
7857,136
7993,217
8210,36
8246,51
8297,38
8335,710
9045,113
9158,36
9194,36
9230,58
9288,36
9324,55
9379,32
9411,29
9440,108
9548,215
391,1306
1697,170
1867,198
2065,407
2472,270
2742,435
3177,263
3440,288
3728,492
4220,249
4469,255
4724,413
5137,249
5386,227
5613,237
5850,393
6243,197
6440,261
6701,175
6876,177
7053,381
7434,131
7565,127
7692,55
7747,134
7881,41
7922,145
8067,294
8361,53
8414,624
9038,35
9073,31
9104,377
9481,36
9517,231
9748,54
9802,20
9822,27
9849,28
9877,20
391,1163
1554,558
2112,397
2509,296
2805,428
3233,284
3517,454
3971,88
4059,299
4358,237
4595,436
5031,225
5256,268
5524,355
5879,398
6277,79
6356,220
6576,94
6670,179
6849,176
7025,164
7189,354
7543,129
7672,134
7806,593
8399,36
8435,38
8473,475
8948,38
8986,430
9416,182
9598,34
9632,120
9752,21
9773,33
9806,22
9828,45
9873,34
9907,22
9929,31
391,1334
1725,460
2185,396
2581,276
2857,432
3289,277
3566,674
4240,274
4514,224
4738,439
5177,222
5399,226
5625,237
5862,397
6259,221
6480,233
6713,178
6891,174
7065,468
7533,129
7662,328
7990,32
8022,218
8240,143
8383,38
8421,38
8459,345
8804,175
8979,28
9007,98
9105,40
9145,35
9180,33
9213,55
9268,125
9393,287
9680,19
9699,21
9720,88
9808,20
391,1596
1987,291
2278,406
2684,432
3116,266
3382,279
3661,464
4125,281
4406,265
4671,564
5235,70
5305,260
5565,210
5775,424
6199,195
6394,235
6629,208
6837,173
7010,167
7177,353
7530,42
7572,319
7891,127
8018,220
8238,144
8382,425
8807,109
8916,24
8940,36
8976,29
9005,32
9037,35
9072,32
9104,40
9144,206
9350,318
9668,117
9785,58
9843,30
9873,20
391,1312
1703,167
1870,704
2574,275
2849,431
3280,280
3560,463
4023,90
4113,110
4223,248
4471,255
4726,415
5141,247
5388,226
5614,237
5851,395
6246,196
6442,261
6703,174
6877,178
7055,381
7436,131
7567,126
7693,233
7926,56
7982,125
8107,125
8232,49
8281,414
8695,43
8738,38
8776,56
8832,29
8861,42
8903,163
9066,29
9095,29
9125,213
9338,47
9385,36
391,1385
1776,434
2210,399
2609,271
2880,257
3137,264
3401,283
3684,489
4173,253
4426,263
4689,407
5096,253
5349,233
5582,211
5793,422
6215,194
6409,263
6672,178
6850,177
7027,164
7191,518
7709,155
7864,225
8089,36
8125,53
8178,219
8397,35
8432,556
8988,34
9022,176
9198,34
9232,209
9441,436
9877,21
9898,19
9917,26
9943,19
9962,8
9970,6
9976,7
391,1301
1692,171
1863,200
2063,406
2469,271
2740,434
3174,264
3438,287
3725,670
4395,234
4629,440
5069,225
5294,262
5556,209
5765,422
6187,200
6387,232
6619,208
6827,178
7005,165
7170,339
7509,241
7750,135
7885,131
8016,121
8137,55
8192,127
8319,127
8446,247
8693,40
8733,40
8773,133
8906,26
8932,241
9173,285
9458,44
9502,30
9532,208
9740,73
9813,20
391,1179
1570,222
1792,420
2212,399
2611,272
2883,432
3315,274
3589,475
4064,299
4363,235
4598,438
5036,224
5260,414
5674,208
5882,400
6282,213
6496,238
6734,173
6907,193
7100,353
7453,37
7490,148
7638,32
7670,135
7805,319
8124,51
8175,293
8468,246
8714,44
8758,115
8873,46
8919,26
8945,36
8981,29
9010,31
9041,361
9402,32
9434,51
9485,38
9523,150
391,1861
2252,380
2632,457
3089,269
3358,251
3609,478
4087,295
4382,233
4615,438
5053,66
5119,85
5204,227
5431,107
5538,209
5747,423
6170,198
6368,51
6419,262
6681,178
6859,292
7151,345
7496,147
7643,325
7968,36
8004,125
8129,54
8183,127
8310,418
8728,128
8856,239
9095,110
9205,417
9622,41
9663,18
9681,21
9702,30
9732,23
9755,22
9777,79
9856,32
392,341
733,789
1522,578
2100,400
2500,295
2795,77
2872,430
3302,661
3963,84
4047,305
4352,237
4589,437
5026,223
5249,268
5517,213
5730,200
5930,421
6351,218
6569,71
6640,205
6845,49
6894,290
7184,436
7620,238
7858,136
7994,402
8396,324
8720,40
8760,54
8814,29
8843,569
9412,179
9591,31
9622,42
9664,18
9682,22
9704,47
9751,21
9772,71
9843,41
392,1184
1576,543
2119,397
2516,297
2813,427
3240,284
3524,455
3979,289
4268,269
4537,225
4762,600
5362,231
5593,236
5829,395
6224,519
6743,173
6916,73
6989,165
7154,529
7683,327
8010,125
8135,54
8189,38
8227,218
8445,334
8779,130
8909,93
9002,31
9033,178
9211,54
9265,40
9305,41
9346,44
9390,35
9425,355
9780,29
9809,22
9831,18
9849,43
9892,23
392,402
794,1439
2233,383
2616,273
2889,430
3319,275
3594,475
4069,112
4181,253
4434,262
4696,406
5102,255
5357,229
5586,238
5824,396
6220,194
6414,263
6677,177
6854,176
7030,165
7195,350
7545,225
7770,138
7908,55
7963,36
7999,34
8033,56
8089,36
8125,52
8177,220
8397,37
8434,328
8762,129
8891,96
8987,34
9021,37
9058,172
9230,209
9439,54
9493,35
392,1199
1591,532
2123,400
2523,295
2818,426
3244,286
3530,454
3984,288
4272,98
4370,235
4605,435
5040,228
5268,267
5535,208
5743,203
5946,419
6365,222
6587,198
6785,200
6985,164
7149,721
7870,41
7911,127
8038,56
8094,35
8129,217
8346,512
8858,41
8899,29
8928,23
8951,38
8989,268
9257,36
9293,40
9333,354
9687,22
9709,28
9737,21
9758,25
9783,29
392,269
661,1331
1992,291
2283,406
2689,433
3122,266
3388,279
3667,679
4346,239
4585,434
5019,223
5242,233
5475,94
5569,211
5780,423
6203,195
6398,237
6635,206
6841,175
7016,468
7484,319
7803,52
7855,135
7990,124
8114,216
8330,50
8380,40
8420,331
8751,191
8942,37
8979,29
9008,99
9107,42
9149,127
9276,207
9483,37
9520,25
9545,44
9589,84
9673,17
392,1759
2151,400
2551,277
2828,429
3257,283
3540,458
3998,459
4457,259
4716,411
5127,249
5376,228
5604,237
5841,394
6235,196
6431,262
6693,175
6868,178
7046,383
7429,126
7555,43
7598,122
7720,54
7774,412
8186,38
8224,30
8254,432
8686,137
8823,472
9295,43
9338,46
9384,113
9497,96
9593,175
9768,48
9816,22
9838,21
9859,59
9918,31
9949,16
9965,9
392,1229
1621,202
1823,205
2028,423
2451,270
2721,433
3154,265
3419,282
3701,492
4193,252
4445,262
4707,569
5276,265
5541,353
5894,400
6294,217
6511,235
6746,171
6917,194
7111,539
7650,132
7782,36
7818,155
7973,125
8098,595
8693,44
8737,197
8934,23
8957,41
8998,178
9176,35
9211,53
9264,38
9302,43
9345,121
9466,41
9507,31
9538,142
9680,21
9701,31
392,239
631,1551
2182,397
2579,276
2855,431
3286,278
3564,464
4028,281
4309,266
4575,436
5011,66
5077,389
5466,97
5563,211
5774,422
6196,197
6393,372
6765,199
6964,162
7126,631
7757,328
8085,35
8120,125
8245,142
8387,430
8817,103
8920,95
9015,28
9043,36
9079,30
9109,294
9403,238
9641,33
9674,17
9691,21
9712,30
9742,22
9764,90
9854,33
9887,20
392,1361
1753,446
2199,392
2591,279
2870,429
3299,661
3960,84
4044,118
4162,254
4416,264
4680,407
5087,253
5340,233
5573,211
5784,422
6206,196
6402,372
6774,199
6973,164
7137,349
7486,132
7618,46
7664,136
7800,54
7854,41
7895,489
8384,39
8423,495
8918,26
8944,36
8980,30
9010,30
9040,34
9074,108
9182,36
9218,55
9273,37
9310,56
9366,106
9472,40
392,786
1178,1391
2569,275
2844,431
3275,281
3556,673
4229,73
4302,266
4568,434
5002,221
5223,233
5456,250
5706,206
5912,419
6331,212
6543,216
6759,198
6957,164
7121,354
7475,221
7696,322
8018,58
8076,124
8200,34
8234,50
8284,42
8326,36
8362,505
8867,44
8911,161
9072,104
9176,35
9211,53
9264,123
9387,36
9423,40
9463,42
9505,32
9537,39
9576,177
392,1381
1773,435
2208,397
2605,96
2701,434
3135,264
3399,283
3682,489
4171,253
4424,263
4687,408
5095,253
5348,232
5580,212
5792,421
6213,194
6407,371
6778,199
6977,165
7142,451
7593,49
7642,33
7675,133
7808,153
7961,287
8248,52
8300,38
8338,863
9201,54
9255,35
9290,205
9495,33
9528,36
9564,31
9595,34
9629,40
9669,70
9739,97
9836,67
9903,39
393,819
1212,1359
2571,276
2847,431
3278,280
3558,673
4231,73
4304,266
4570,433
5003,223
5226,233
5459,249
5708,205
5913,420
6333,212
6545,76
6621,207
6828,178
7006,166
7172,339
7511,240
7751,136
7887,313
8200,742
8942,165
9107,40
9147,284
9431,50
9481,36
9517,26
9543,43
9586,32
9618,43
9661,18
9680,19
9699,52
9751,64
9815,23
9838,48
9886,56
393,1205
1598,211
1809,429
2238,382
2620,274
2894,429
3323,276
3599,475
4074,298
4372,234
4606,436
5042,228
5270,412
5682,63
5745,423
6168,198
6366,52
6418,262
6680,178
6858,175
7033,68
7101,448
7549,128
7677,38
7715,57
7772,38
7810,227
8037,311
8348,337
8685,43
8728,38
8766,132
8898,166
9064,28
9092,106
9198,52
9250,40
9290,36
9326,200
9526,36
393,753
1146,914
2060,407
2467,271
2738,434
3172,264
3436,287
3723,491
4214,250
4464,257
4721,412
5133,249
5382,227
5609,237
5846,394
6240,197
6437,261
6698,175
6873,178
7051,381
7432,34
7466,138
7604,217
7821,155
7976,125
8101,128
8229,605
8834,30
8864,45
8909,90
8999,101
9100,29
9129,378
9507,28
9535,96
9631,121
9752,121
9873,32
9905,26
9931,24
393,1005
1398,313
1711,468
2179,94
2273,381
2654,458
3112,266
3378,280
3658,649
4307,267
4574,433
5007,223
5230,234
5464,248
5712,203
5916,423
6339,211
6550,75
6625,207
6832,177
7009,49
7058,380
7438,222
7660,37
7697,132
7829,501
8330,423
8753,118
8871,46
8917,405
9322,203
9525,23
9548,43
9591,85
9676,15
9691,22
9713,124
9837,48
9885,33
9918,31
393,1121
1514,582
2096,402
2498,91
2589,279
2868,428
3296,662
3958,83
4041,93
4134,281
4415,263
4678,407
5085,253
5338,388
5726,202
5928,420
6348,216
6564,73
6637,206
6843,176
7019,162
7181,353
7534,497
8031,56
8087,36
8123,124
8247,53
8300,37
8337,514
8851,24
8875,171
9046,40
9086,108
9194,34
9228,211
9439,106
9545,45
9590,32
9622,42
9664,18
393,917
1310,763
2073,405
2478,271
2749,435
3184,264
3448,289
3737,280
4017,459
4476,253
4729,416
5145,246
5391,227
5618,237
5855,395
6250,195
6445,390
6835,174
7009,166
7175,354
7529,129
7658,134
7792,34
7826,314
8140,142
8282,414
8696,45
8741,43
8784,51
8835,28
8863,168
9031,35
9066,277
9343,439
9782,28
9810,21
9831,20
9851,27
9878,20
9898,23
393,847
1240,828
2068,406
2474,270
2744,435
3179,263
3442,289
3731,281
4012,285
4297,266
4563,223
4786,435
5221,231
5452,252
5704,205
5909,418
6327,211
6538,218
6756,197
6953,50
7003,165
7168,340
7508,145
7653,131
7784,230
8014,124
8138,222
8360,786
9146,125
9271,38
9309,41
9350,45
9395,117
9512,28
9540,349
9889,21
9910,23
9933,27
9960,9
9969,6
393,1291
1684,176
1860,707
2567,276
2843,430
3273,281
3554,461
4015,284
4299,94
4393,235
4628,439
5067,224
5291,263
5554,210
5764,422
6186,199
6385,231
6616,209
6825,295
7120,353
7473,137
7610,44
7654,132
7786,138
7924,55
7979,125
8104,126
8230,48
8278,134
8412,547
8959,185
9144,364
9508,367
9875,21
9896,20
9916,27
9943,20
9963,7
9970,6
9976,7
394,1233
1627,200
1827,423
2250,380
2630,457
3087,269
3356,251
3607,477
4084,296
4380,233
4613,438
5051,66
5117,85
5202,227
5429,108
5537,352
5889,400
6289,214
6503,238
6741,173
6914,193
7107,633
7740,38
7778,230
8008,218
8226,47
8273,133
8406,424
8830,30
8860,42
8902,28
8930,22
8952,38
8990,36
9026,36
9062,30
9092,28
9120,293
9413,28
9441,53
394,1134
1528,230
1758,241
1999,290
2289,406
2695,432
3127,267
3394,282
3676,488
4164,255
4419,263
4682,407
5089,253
5342,232
5574,212
5786,422
6208,196
6404,371
6775,199
6974,164
7138,447
7585,52
7637,29
7666,37
7703,151
7854,41
7895,129
8024,56
8080,127
8207,35
8242,141
8383,322
8705,45
8750,56
8806,305
9111,41
9152,36
9188,34
9222,299
9521,24
394,649
1043,1214
2257,380
2637,456
3093,269
3362,278
3640,451
4091,295
4386,233
4619,439
5058,66
5124,250
5374,229
5603,236
5839,395
6234,195
6430,261
6691,176
6867,177
7044,385
7429,31
7460,39
7499,52
7551,221
7773,136
7909,126
8035,145
8180,35
8215,680
8895,164
9059,101
9160,130
9290,38
9328,52
9380,114
9494,34
9528,35
9563,33
9596,141
9737,23
395,1238
1633,198
1831,201
2032,423
2455,270
2725,433
3158,267
3425,283
3708,282
3990,459
4449,261
4710,568
5278,416
5694,205
5899,397
6296,221
6517,232
6749,170
6919,195
7114,350
7464,138
7602,140
7742,131
7873,42
7915,124
8039,145
8184,39
8223,30
8253,57
8310,38
8348,333
8681,45
8726,128
8854,41
8895,31
8926,165
9091,27
9118,40
9158,130
9288,121
395,369
764,1244
2008,290
2298,405
2703,610
3313,661
3974,88
4062,299
4361,236
4597,436
5033,225
5258,414
5672,209
5881,399
6280,78
6358,220
6578,202
6780,198
6978,165
7143,448
7591,49
7640,124
7764,139
7903,35
7938,145
8083,35
8118,32
8150,55
8205,126
8331,131
8462,347
8809,171
8980,171
9151,127
9278,36
9314,402
9716,140
9856,32
9888,20
9908,23
395,1260
1655,503
2158,403
2561,276
2837,430
3267,281
3548,460
4008,285
4293,266
4559,222
4781,435
5216,231
5447,253
5700,204
5904,420
6324,207
6531,223
6754,170
6924,192
7116,446
7562,44
7606,216
7822,250
8072,33
8105,125
8230,48
8278,39
8317,38
8355,583
8938,37
8975,29
9004,98
9102,294
9396,33
9429,44
9473,101
9574,95
9669,16
9685,35
9720,196
396,1342
1738,452
2190,92
2282,406
2688,432
3120,265
3385,280
3665,679
4344,238
4582,435
5017,223
5240,233
5473,95
5568,210
5778,424
6202,195
6397,373
6770,199
6969,162
7131,351
7482,219
7701,233
7934,148
8082,35
8117,216
8333,130
8463,409
8872,109
8981,30
9011,30
9041,37
9078,30
9108,433
9541,141
9683,21
9704,29
9733,145
9878,23
9901,20
9921,30
397,375
772,1238
2010,290
2300,405
2705,435
3140,264
3404,282
3686,490
4176,251
4427,265
4692,407
5099,254
5353,230
5583,212
5795,422
6217,194
6411,263
6674,178
6852,176
7028,68
7096,357
7453,36
7489,51
7540,223
7763,233
7996,33
8029,311
8340,52
8392,37
8429,37
8466,246
8712,44
8756,56
8812,29
8841,27
8868,316
9184,425
9609,105
9714,30
9744,21
398,727
1125,933
2058,408
2466,270
2736,432
3168,266
3434,287
3721,490
4211,250
4461,258
4719,411
5130,250
5380,227
5607,237
5844,395
6239,196
6435,261
6696,176
6872,177
7049,383
7432,33
7465,224
7689,131
7820,155
7975,125
8100,35
8135,52
8187,221
8408,625
9033,36
9069,30
9099,292
9391,36
9427,40
9467,162
9629,38
9667,116
9783,28
9811,22
9833,18
398,1137
1535,571
2106,399
2505,293
2798,75
2873,433
3306,659
3965,88
4053,113
4166,254
4420,263
4683,407
5090,254
5344,232
5576,211
5787,423
6210,196
6406,235
6641,205
6846,177
7023,163
7186,351
7537,46
7583,35
7618,47
7665,136
7801,51
7852,137
7989,31
8020,126
8146,143
8289,39
8328,511
8839,28
8867,45
8912,26
8938,335
9273,38
9311,119
9430,109
399,302
701,770
1471,617
2088,404
2492,269
2761,454
3215,275
3490,266
3756,277
4033,280
4313,266
4579,436
5015,65
5080,227
5307,260
5567,209
5776,424
6200,195
6395,374
6769,199
6968,161
7129,351
7480,136
7616,139
7755,232
7987,127
8114,31
8145,143
8288,39
8327,127
8454,242
8696,43
8739,38
8777,130
8907,628
9535,37
9572,182
9754,19
9773,30
9803,19
400,326
726,1280
2006,290
2296,582
2878,433
3311,274
3585,677
4262,269
4531,225
4756,437
5193,221
5414,256
5670,65
5735,202
5937,556
6493,236
6729,174
6903,195
7098,355
7453,38
7491,150
7641,34
7675,131
7806,55
7861,135
7996,35
8031,55
8086,123
8209,609
8818,103
8921,25
8946,37
8983,100
9083,109
9192,34
9226,146
9372,243
9615,31
9646,211
9857,31
401,1755
2156,403
2559,276
2835,430
3265,282
3547,459
4006,285
4291,265
4556,223
4779,435
5214,231
5445,254
5699,204
5903,418
6321,204
6525,82
6607,213
6820,176
6996,166
7162,342
7504,145
7649,130
7779,232
8011,34
8045,230
8275,40
8315,127
8442,247
8689,738
9427,44
9471,40
9511,28
9539,41
9580,33
9613,74
9687,21
9708,108
9816,22
9838,57
9895,25
402,1182
1584,537
2121,398
2519,297
2816,426
3242,285
3527,454
3981,289
4270,270
4540,224
4764,601
5365,230
5595,236
5831,395
6226,369
6595,87
6682,178
6860,176
7036,388
7424,292
7716,250
7966,37
8003,124
8127,123
8250,148
8398,323
8721,41
8762,56
8818,32
8850,24
8874,238
9112,375
9487,155
9642,100
9742,105
9847,30
9877,18
9895,21
9916,28
9944,23
409,1694
2103,400
2503,266
2769,455
3224,279
3503,74
3577,676
4253,271
4524,223
4747,439
5186,221
5407,227
5634,239
5873,397
6270,216
6486,235
6721,175
6896,195
7091,359
7450,37
7487,50
7537,44
7581,37
7618,45
7663,137
7800,133
7933,215
8148,144
8292,133
8425,556
8981,33
9014,97
9111,42
9153,125
9278,39
9317,51
9368,29
9397,117
9514,97
9611,104
409,1360
1769,437
2206,394
2600,99
2699,433
3132,265
3397,283
3680,489
4169,253
4422,263
4685,407
5092,254
5346,233
5579,211
5790,422
6212,195
6407,236
6643,204
6847,177
7024,164
7188,519
7707,154
7861,42
7903,39
7942,146
8088,125
8213,127
8340,128
8468,246
8714,45
8759,55
8814,29
8843,28
8871,416
9287,486
9773,33
9806,20
9826,22
9848,79
9927,26
410,1355
1765,439
2204,393
2597,100
2697,432
3129,266
3395,283
3678,676
4354,237
4591,437
5028,224
5252,267
5519,212
5731,201
5932,421
6353,219
6572,204
6776,199
6975,164
7139,349
7488,50
7538,128
7666,135
7801,223
8024,219
8243,51
8294,38
8332,131
8463,242
8705,47
8752,402
9154,131
9285,36
9321,53
9374,32
9406,30
9436,50
9486,102
9588,32
9620,43
410,1706
2116,397
2513,298
2811,426
3237,285
